,Date,Receipt ID,Item,Department,Category,Fineline,Brand,Quantity,Total Sales,Price per Quantity,Customer Account,Gender,Age,Day
727,2008-07-27,298-01319,MILLBAKERS QUEEN CAKE 200GM,CONFECTIONARY,QUEEN CAKES / MUFFINS,QUEEN CAKES-CONFECTIONARY,MILLBAKERS,1.0,67.0,67,CD-428186,Female,40 -50,Sunday
728,2008-07-25,298-01006,BLUE BAND MEDIUM FAT 500G,BREAKFAST,SPREADS,MARGARINE,BLUE,1.0,220.0,220,CD-109777,Male,29 -39,Friday
729,2008-07-27,298-01308,PASCHA FINO 500ML,DAIRY,LONGLIFE MILK,PLAIN,PASCHA,8.0,312.0,39,CD-611584,Male,29 -39,Sunday
730,2008-07-27,298-01210,CADBURY COCOA 90GM JAR,HOT BEVERAGE,OTHER HOT BEVERAGE,COCOA,CADBURY,1.0,169.0,169,CD-168328,Male,51 -61,Sunday
731,2008-07-21,298-00105,SKYBRITE REG SCOURING PAD 4P,HOME CLEANING,SCRUBBERS + SPONGES,SCOURING PADS,SKYBRITE,1.0,110.0,110,CD-431135,Male,73 -83,Monday
732,2008-07-27,298-01112,NON WOOVEN PACKAGING BAG #22,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,10.0,10,CD-636681,Female,29 -39,Sunday
733,2008-07-27,298-01111,RINA VEGETABLE OIL 10 LTR,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,RINA,1.0,2175.0,2175,CD-173234,Male,51 -61,Sunday
734,2008-07-21,298-00086,AVENA VEGETABLE OIL 5L,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,AVENA,1.0,949.0,949,CD-143180,Male,40 -50,Monday
735,2008-07-27,298-01232,OXFORD MATHEMATICAL SET,STATIONERY,SCHOOL STATIONERY,SCHOOL SUPPLIES,OXFORD,1.0,220.0,278,CD-694608,Female,40 -50,Sunday
736,2008-07-27,298-01310,NON WOOVEN PACKAGING BAG #25,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,15.0,15,CD-401452,Female,29 -39,Sunday
737,2008-07-21,298-00104,MOLFIX DAY&NIGHT 64*3,BABY PRODUCTS,BABY HYGIENE,BABY DIAPERS,MOLFIX,1.0,799.0,799,CD-343213,Female,29 -39,Monday
738,2008-07-27,298-01192,SUPA BROWN BARREL 600GM,CONFECTIONARY,BREAD,BREAD ROLLS,SUPA,1.0,75.0,75,CD-667934,Male,51 -61,Sunday
739,2008-07-27,298-01351,JOY SUPER HEART MADEIRA 600GM,CONFECTIONARY,CAKES,MARBLE CAKES,JOY,1.0,140.0,140,CD-984621,Male,29 -39,Sunday
740,2008-07-26,298-01015,KIWI BLACK POLISH 100ML,HOUSEHOLD ESSENTIALS,SHOE CARE,SHOE POLISH,KIWI,2.0,338.0,169,CD-822352,Female,40 -50,Saturday
741,2008-07-27,298-01316,KEVIAN TOMATO SAUCE 700G,FOOD ADDITIVES,CONDIMENTS,TOMATO SAUCE,KEVIAN,1.0,135.0,135,CD-401204,Female,18 -28,Sunday
742,2008-07-27,298-01316,TES SALTED CRISPS 30GM,SNACKS,CRISPS,FOIL PACK CRISPS,TES,2.0,80.0,40,CD-401204,Female,18 -28,Sunday
743,2008-07-25,298-00983,WOW VANILLA SNACKS 25G,SNACKS,CORN SNACKS,CORN SNACKS-1,WOW,2.0,20.0,20,CD-252130,Male,18 -28,Friday
744,2008-07-21,298-00085,MT.KENYA UHT MILK 500ML POUCH,DAIRY,LONGLIFE MILK,PLAIN,MT.KENYA,36.0,1404.0,39,CD-770627,Female,29 -39,Monday
745,2008-07-27,298-01338,FRESH FRI COOKING OIL 1LTR,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,FRESH,1.0,258.0,258,CD-782878,Female,51 -61,Sunday
746,2008-07-26,298-01054,ORANGE IMPORTED,FRUITS + VEG,FRUITS,IMPORTED FRUIT,ORANGE,3.0,105.0,35,CD-697506,Male,62 -72,Saturday
747,2008-07-27,298-01210,MENENGAI CREAM B/SOAP 1KG,LAUNDRY,LAUNDRY BARS,LONG BARS,MENENGAI,1.0,138.0,138,CD-168328,Male,51 -61,Sunday
748,2008-07-27,298-01126,FARMTES LOCAL SUGAR 1KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,FARMTES,1.0,99.0,99,CD-431611,Female,29 -39,Sunday
749,2008-07-27,298-01280,TS WHOLEMEAL BREAD 800G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,85.0,85,CD-497865,Female,18 -28,Sunday
750,2008-07-27,298-01316,KITUI DOLA H/BAKING 2KG,FLOUR,WHEAT FLOUR,WHITE WHEAT FLOUR,KITUI,2.0,240.0,120,CD-401204,Female,18 -28,Sunday
751,2008-07-25,298-00905,COLGATE TP NATURALS CHARCOAL 75ML,PERSONAL CARE,ORAL CARE,TOOTH PASTE,COLGATE,1.0,330.0,330,CD-078399,Female,18 -28,Friday
752,2008-07-27,298-01160,COLGATE DENTAL CREAM 140G,PERSONAL CARE,ORAL CARE,TOOTH PASTE,COLGATE,1.0,170.0,200,CD-358349,Female,18 -28,Sunday
753,2008-07-27,298-01227,TCR DISPOSABLE MASKS 50'S,BEAUTY,FACE CARE,FACE MASK,TCR,1.0,500.0,500,CD-681028,Female,29 -39,Sunday
754,2008-07-21,298-00076,BROOKSIDE BUTTER UNSALTED 250G,DAIRY,BUTTER,UNSALTED,BROOKSIDE,1.0,302.0,302,CD-403137,Female,40 -50,Monday
755,2008-07-27,298-01194,URBAN BITES FUNKY F/CHUTNEY 30G,SNACKS,CRISPS,FOIL PACK CRISPS,URBAN,1.0,45.0,45,CD-440329,Male,29 -39,Sunday
756,2008-07-27,298-01329,KENPOLY FOOD MATE ROUND 2LTR,KITCHEN AND DINING,KITCHENWARES,STORAGE,KENPOLY,1.0,68.0,68,CD-206457,Female,40 -50,Sunday
757,2008-07-25,298-01004,NON WOOVEN PACKAGING BAG #25,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,15.0,15,CD-349149,Male,29 -39,Friday
758,2008-07-27,298-01160,F/CHOICE CHICKEN BRAWN 200G,MEAT PRODUCTS,PREPACKED FRESH MEAT,PREPACKED HAMS/BRAWNS/LOAVES,F/CHOICE,1.0,115.0,115,CD-358349,Female,18 -28,Sunday
759,2008-07-25,298-00981,TS WHOLEMEAL BREAD 600G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,65.0,65,CD-097291,Male,29 -39,Friday
760,2008-07-27,298-01317,KARTASI EX. BK MAN A4 200P S/L,STATIONERY,SCHOOL STATIONERY,"GRAPH,EXERCISE + COUNTER BOOKS",KARTASI,1.0,99.0,99,CD-667740,Female,40 -50,Sunday
761,2008-07-27,298-01269,FINI PICK N MIX P/KG,CONFECTIONERY,CHEWY AND HARD,FRUITY,FINI,0.11526316,219.0,1900,CD-207673,Female,40 -50,Sunday
762,2008-07-25,298-00977,TS WHITE BREAD 800GM,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,85.0,85,CD-788122,Female,18 -28,Friday
763,2008-07-25,298-00921,NUTRAMEAL PACKED SUGAR 2KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,NUTRAMEAL,2.0,398.0,199,CD-233613,Male,29 -39,Friday
764,2008-07-27,298-01331,NON WOOVEN PACKAGING BAG #22,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,10.0,10,CD-468606,Female,29 -39,Sunday
765,2008-07-21,298-00104,PRESTIGE MARGARINE 1KG,BREAKFAST,SPREADS,MARGARINE,PRESTIGE,1.0,249.0,249,CD-343213,Female,29 -39,Monday
766,2008-07-27,298-01156,COLGATE HERBAL T/PASTE 70G,PERSONAL CARE,ORAL CARE,TOOTH PASTE,COLGATE,1.0,115.0,115,CD-201447,Female,18 -28,Sunday
767,2008-07-21,298-00105,VASELINE PURE JELLY 100GM ICON,BEAUTY,BODY CARE,JELLIES,VASELINE,1.0,103.0,103,CD-431135,Male,73 -83,Monday
768,2008-07-27,298-01311,SOFTCARE BABY WIPES 80PCS,BABY PRODUCTS,BABY HYGIENE,BABY WIPES,SOFTCARE,1.0,99.0,99,CD-097831,Female,18 -28,Sunday
769,2008-07-27,298-01308,JIK REGULAR BLEACH  750ML,LAUNDRY,BLEACHES + STAIN REMOVERS,BLEACHES,JIK,1.0,215.0,215,CD-611584,Male,29 -39,Sunday
770,2008-07-27,298-01352,AJAB HOME BAKING 2KG,FLOUR,WHEAT FLOUR,WHITE WHEAT FLOUR,AJAB,2.0,254.0,127,CD-822794,Male,29 -39,Sunday
771,2008-07-27,298-01356,SANTA LUCIA SPAGHETTI 500GM,PASTA + NOODLES,PASTA,LONG PASTA,SANTA,3.0,411.0,137,CD-254997,Male,51 -61,Sunday
772,2008-07-27,298-01286,CRISTAL ULTRA FINE BLK BX 20,STATIONERY,SCHOOL STATIONERY,PENS + INKS,CRISTAL,20.0,420.0,21,CD-724550,Female,40 -50,Sunday
773,2008-07-25,298-00911,SUNDAY/SATURDAY NATION,STATIONERY,PRINTED STATIONERY,NEWSPAPER + MAGAZINES,SUNDAY/SATURDAY,1.0,60.0,60,CD-028669,Female,18 -28,Friday
774,2008-07-27,298-01263,CADBURY TOP DECK MINT 80GM,CONFECTIONERY,CHOCOLATE,BARS,CADBURY,1.0,145.0,175,CD-336228,Female,40 -50,Sunday
775,2008-07-25,298-00933,KITUI DOLA H/BAKING 2KG,FLOUR,WHEAT FLOUR,WHITE WHEAT FLOUR,KITUI,12.0,1440.0,120,CD-702185,Male,18 -28,Friday
776,2008-07-25,298-00921,PEP CHOMA SAUCE 400GM,FOOD ADDITIVES,CONDIMENTS,BARBEQUE SAUCE,PEP,2.0,260.0,130,CD-233613,Male,29 -39,Friday
777,2008-07-25,298-00948,KIWI BLACK POLISH 100ML,HOUSEHOLD ESSENTIALS,SHOE CARE,SHOE POLISH,KIWI,1.0,169.0,169,CD-599332,Male,40 -50,Friday
778,2008-07-25,298-00921,NUTEEZ P/BUTTER SMOOTH 400G,BREAKFAST,SPREADS,"NUT BUTTER, CHOCOLATE + OTHER SPREADS",NUTEEZ,1.0,170.0,190,CD-233613,Male,29 -39,Friday
779,2008-07-21,298-00104,ROYCO CHICKEN M/MIX 70GM,FOOD ADDITIVES,SEASONINGS,SAVOURY,ROYCO,2.0,60.0,30,CD-343213,Female,29 -39,Monday
780,2008-07-27,298-01263,KNORR BEEF CHILLI CUBES 51G,FOOD ADDITIVES,SEASONINGS,BOUILLONS,KNORR,2.0,180.0,90,CD-336228,Female,40 -50,Sunday
781,2008-07-27,298-01270,FRESH FRI COOKING OIL 10LTR,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,FRESH,1.0,2050.0,2050,CD-284726,Female,62 -72,Sunday
782,2008-07-26,298-01015,VASELINE FRESH MEN JELLY 100ML,BEAUTY,BODY CARE,JELLIES,VASELINE,1.0,109.0,109,CD-822352,Female,40 -50,Saturday
783,2008-07-27,298-01150,TEEPEE BALL PEN # 302,STATIONERY,SCHOOL STATIONERY,PENS + INKS,TEEPEE,6.0,90.0,15,CD-251160,Female,18 -28,Sunday
784,2008-07-26,298-01080,VERSMAN COOL BODY LTN 200ML,BEAUTY,BODY CARE,SKIN LOTIONS,VERSMAN,1.0,156.0,195,CD-164284,Female,18 -28,Saturday
785,2008-07-27,298-01282,MILLBAKERS HEART DELI 300GM,CONFECTIONARY,CAKES,SMALL CAKES,MILLBAKERS,1.0,79.0,79,CD-666359,Female,29 -39,Sunday
786,2008-07-21,298-00073,TERERE BUNCH,FRUITS + VEG,VEGETABLES,LEAFY GREENS,TERERE,1.0,30.0,30,CD-643671,Female,40 -50,Monday
787,2008-07-27,298-01356,CABBAGE,FRUITS + VEG,VEGETABLES,LEAFY GREENS,CABBAGE,1.0,79.0,79,CD-254997,Male,51 -61,Sunday
788,2008-07-27,298-01269,TEEPEE BALL PEN # 302,STATIONERY,SCHOOL STATIONERY,PENS + INKS,TEEPEE,4.0,60.0,15,CD-207673,Female,40 -50,Sunday
789,2008-07-26,298-01015,VASELINE COOLING  M/JELLY 100M,BEAUTY,BODY CARE,JELLIES,VASELINE,1.0,109.0,109,CD-822352,Female,40 -50,Saturday
790,2008-07-25,298-00921,PRIDE LIME D/WASH PASTE 400G,HOME CLEANING,DISH WASHING,DISH WASHING PASTE,PRIDE,1.0,194.0,194,CD-233613,Male,29 -39,Friday
791,2008-07-27,298-01274,PROTEX ALOE VERA 90GM (3+1),PERSONAL CARE,PERSONAL WASH,ANTIBACTERIA SOAPS,PROTEX,1.0,280.0,280,CD-948378,Female,40 -50,Sunday
792,2008-07-27,298-01227,DELAMERE S/BERRY PREM.YGHT 3LTR,DAIRY,YOGHURT,PREMIUM,DELAMERE,1.0,707.0,707,CD-681028,Female,29 -39,Sunday
793,2008-07-27,298-01142,BLUE BAND MEDIUM FAT 500G,BREAKFAST,SPREADS,MARGARINE,BLUE,1.0,220.0,220,CD-966516,Female,18 -28,Sunday
794,2008-07-27,298-01357,SUPABRITE S/PAD LARGE 1PK 116,HOME CLEANING,SCRUBBERS + SPONGES,SCOURING PADS,SUPABRITE,1.0,64.0,64,CD-814593,Male,18 -28,Sunday
795,2008-07-27,298-01155,CADBURY DRINK CHOCO 450GM JAR,HOT BEVERAGE,OTHER HOT BEVERAGE,DRINKING CHOCOLATE,CADBURY,1.0,420.0,475,CD-135475,Female,18 -28,Sunday
796,2008-07-27,298-01352,TOMATOES P/KG,FRUITS + VEG,VEGETABLES,FRUIT VEGETABLE,TOMATOES,1.37373737,136.0,99,CD-822794,Male,29 -39,Sunday
797,2008-07-27,298-01228,KREST BITTER LEMON 350ML,COLD BEVERAGE,SODA,REGULAR,KREST,1.0,40.0,40,CD-558708,Female,40 -50,Sunday
798,2008-07-25,298-00962,AMAIZE PREM.MAIZE MEAL 2KG,FLOUR,MAIZE FLOUR,PREMIUM MAIZE FLOUR,AMAIZE,3.0,399.0,133,CD-667555,Female,29 -39,Friday
799,2008-07-27,298-01113,TEEPEE BALL PEN # 302,STATIONERY,SCHOOL STATIONERY,PENS + INKS,TEEPEE,1.0,15.0,15,CD-220747,Male,40 -50,Sunday
800,2008-07-27,298-01113,BELLA WHITE T/PAPER 4 PACK,PAPER + PLASTICS,TISSUE PAPERS,BLENDED,BELLA,1.0,69.0,69,CD-220747,Male,40 -50,Sunday
801,2008-07-27,298-01328,KIWI BLACK POLISH 100ML,HOUSEHOLD ESSENTIALS,SHOE CARE,SHOE POLISH,KIWI,1.0,169.0,169,CD-784784,Female,29 -39,Sunday
802,2008-07-26,298-01037,MANILLA PAPER 70*50CM,STATIONERY,SCHOOL STATIONERY,ART + CRAFT,MANILLA,2.0,40.0,20,CD-690239,Male,18 -28,Saturday
803,2008-07-27,298-01182,PRIDE LIQUID DETERGENT 1LTR,HOME CLEANING,ALL PURPOSE CLEANERS,MULTI PURPOSE CLEANERS,PRIDE,3.0,459.0,153,CD-926190,Male,40 -50,Sunday
804,2008-07-25,298-00948,KENSALT 500G,FOOD ADDITIVES,SEASONINGS,SALT,KENSALT,1.0,15.0,15,CD-599332,Male,40 -50,Friday
805,2008-07-21,298-00104,C/KWO DARK SUP SOY SCE 150ML,FOOD ADDITIVES,CONDIMENTS,SOY SAUCE,C/KWO,1.0,124.0,124,CD-343213,Female,29 -39,Monday
806,2008-07-26,298-01095,K.C.C GOLD CROWN ESL POUCH 500,DAIRY,LONGLIFE MILK,PLAIN,K.C.C,7.0,322.0,46,CD-225878,Female,29 -39,Saturday
807,2008-07-27,298-01180,RIPE SWEET BANANAS (KG),FRUITS + VEG,FRUITS,LOCAL FRUITS,RIPE,0.91946309,137.0,149,CD-360030,Female,18 -28,Sunday
808,2008-07-27,298-01318,KABRAS PACKED SUGAR 2KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,KABRAS,2.0,398.0,199,CD-063469,Male,29 -39,Sunday
809,2008-07-21,298-00073,CANNA MAIZE MEAL 2KG,FLOUR,MAIZE FLOUR,PREMIUM MAIZE FLOUR,CANNA,1.0,126.0,126,CD-643671,Female,40 -50,Monday
810,2008-07-21,298-00104,USHINDI CREAM BAR SOAP 800G,LAUNDRY,LAUNDRY BARS,LONG BARS,USHINDI,1.0,79.0,79,CD-343213,Female,29 -39,Monday
811,2008-07-25,298-00948,TEEPEE LAMINATED BOOK COVERS,STATIONERY,SCHOOL STATIONERY,"GRAPH,EXERCISE + COUNTER BOOKS",TEEPEE,1.0,180.0,180,CD-599332,Male,40 -50,Friday
812,2008-07-25,298-00977,MAGIC WAND FRUIT YGHT TOFFEES,CONFECTIONERY,CHEWY AND HARD,TOFFEE,MAGIC,3.0,18.0,6,CD-788122,Female,18 -28,Friday
813,2008-07-21,298-00112,MT.KENYA UHT MILK 500ML POUCH,DAIRY,LONGLIFE MILK,PLAIN,MT.KENYA,8.0,312.0,39,CD-452634,Female,40 -50,Monday
814,2008-07-27,298-01351,ORCHID V/DELIGHT PASSION 1L,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,ORCHID,1.0,125.0,125,CD-984621,Male,29 -39,Sunday
815,2008-07-27,298-01316,CUSSONS BABY S&S OIL 100ML,BABY PRODUCTS,BABY SKIN CARE,BABY OILS,CUSSONS,1.0,175.0,175,CD-401204,Female,18 -28,Sunday
816,2008-07-27,298-01263,TROPICAL H/CUMMIN SEEDS 100G JAR,FOOD ADDITIVES,SPICES,BOTTLED SPICES,TROPICAL,1.0,135.0,135,CD-336228,Female,40 -50,Sunday
817,2008-07-27,298-01232,OFFICE POINT ERASER ER40,STATIONERY,SCHOOL STATIONERY,SCHOOL SUPPLIES,OFFICE,1.0,20.0,20,CD-694608,Female,40 -50,Sunday
818,2008-07-27,298-01317,O/P N/BOOK EXECUTIVE LN NERVE A5,STATIONERY,OFFICE STATIONERY,DIARIES + NOTEBOOKS,O/P,1.0,458.0,458,CD-667740,Female,40 -50,Sunday
819,2008-07-27,298-01263,EXE ATTA MARK 1 2KG,FLOUR,WHEAT FLOUR,ATTA MARK FLOUR,EXE,2.0,286.0,143,CD-336228,Female,40 -50,Sunday
820,2008-07-21,298-00081,K.C.C GOLD CROWN ESL POUCH 500,DAIRY,LONGLIFE MILK,PLAIN,K.C.C,2.0,92.0,46,CD-436862,Male,29 -39,Monday
821,2008-07-27,298-01352,LEMON IMPORTED P/KG,FRUITS + VEG,FRUITS,IMPORTED FRUIT,LEMON,1.66395664,614.0,369,CD-822794,Male,29 -39,Sunday
822,2008-07-26,298-01032,BROADWAYS WHITE BREAD 400G,CONFECTIONARY,BREAD,BREAD ROLLS,BROADWAYS,1.0,50.0,50,CD-227601,Female,40 -50,Saturday
823,2008-07-26,298-01015,ALWAYS ULTRA NORM 16*16 U/SCEN,PERSONAL CARE,SANITARY,SANITARY TOWELS,ALWAYS,2.0,238.0,119,CD-822352,Female,40 -50,Saturday
824,2008-07-27,298-01270,GEISHA SHEA BUTTER& HONEY 125G,PERSONAL CARE,PERSONAL WASH,FAMILY SOAPS,GEISHA,1.0,50.0,50,CD-284726,Female,62 -72,Sunday
825,2008-07-27,298-01356,EXE SELF RAISING 2KG,FLOUR,WHEAT FLOUR,SELF RAISING WHEAT FLOUR,EXE,2.0,290.0,145,CD-254997,Male,51 -61,Sunday
826,2008-07-27,298-01232,KOTEX ULTRATHIN NIGHT TIME 7S,PERSONAL CARE,SANITARY,SANITARY TOWELS,KOTEX,2.0,130.0,90,CD-694608,Female,40 -50,Sunday
827,2008-07-27,298-01338,ACORSA EXTRAVIR OLIVE OIL 250ML,FATS & OILS,OLIVE OIL,EXTRA VIRGIN,ACORSA,1.0,495.0,495,CD-782878,Female,51 -61,Sunday
828,2008-07-27,298-01150,TENA WHITE T/PAPER 4PACK,PAPER + PLASTICS,TISSUE PAPERS,VIRGIN,TENA,1.0,99.0,99,CD-251160,Female,18 -28,Sunday
829,2008-07-27,298-01227,SUPA LOAF WHITE BREAD 800GM,CONFECTIONARY,BREAD,BREAD ROLLS,SUPA,1.0,100.0,100,CD-681028,Female,29 -39,Sunday
830,2008-07-25,298-00948,KARTASI EX. BK MAN A4 120P SQ,STATIONERY,SCHOOL STATIONERY,"GRAPH,EXERCISE + COUNTER BOOKS",KARTASI,2.0,138.0,69,CD-599332,Male,40 -50,Friday
831,2008-07-27,298-01329,CLOVERS PURE GLUCOSE 500GM,COLD BEVERAGE,SPORTS + ENERGY DRINKS,ENERGY DRINK,CLOVERS,1.0,142.0,142,CD-206457,Female,40 -50,Sunday
832,2008-07-27,298-01341,TS KAIMATI 60GM,TES BAKERY,TES PASTRIES,TES PASTRY CAKES,TS,1.0,20.0,20,CD-029515,Female,29 -39,Sunday
833,2008-07-27,298-01348,FARMTES LOCAL SUGAR 2KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,FARMTES,1.0,198.0,198,CD-696500,Male,18 -28,Sunday
834,2008-07-27,298-01170,REVISED STD VERSION BIBLE,STATIONERY,PRINTED STATIONERY,BOOKS,REVISED,1.0,920.0,920,CD-810015,Female,40 -50,Sunday
835,2008-07-27,298-01286,ORAL-B PRO EXPT ALL IN ONE 40M,PERSONAL CARE,ORAL CARE,TOOTH BRUSHES,ORAL-B,1.0,360.0,360,CD-724550,Female,40 -50,Sunday
836,2008-07-25,298-00946,PEP SWEET CHILI SAUCE 400G,FOOD ADDITIVES,CONDIMENTS,HOT SAUCES,PEP,1.0,115.0,115,CD-431131,Male,40 -50,Friday
837,2008-07-27,298-01155,BUTTERFLY BLACK BEANS (NJAHI) 1KG,CEREALS & PULSES,BEANS,BLACK BEANS,BUTTERFLY,3.0,615.0,205,CD-135475,Female,18 -28,Sunday
838,2008-07-27,298-01232,SUNLIGHT LAVENDER SENS.500G SAT,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,SUNLIGHT,1.0,140.0,140,CD-694608,Female,40 -50,Sunday
839,2008-07-27,298-01116,CREAMBELL FRESH S/BERRY YOGH 450G,DAIRY,YOGHURT,PREMIUM,CREAMBELL,1.0,163.0,163,CD-572084,Male,40 -50,Sunday
840,2008-07-26,298-01059,NATARAJ SHARPENER,STATIONERY,SCHOOL STATIONERY,SCHOOL SUPPLIES,NATARAJ,1.0,12.0,12,CD-989663,Female,29 -39,Saturday
841,2008-07-27,298-01182,KEVIAN AFIA MANGO TETRA 1LTR,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,KEVIAN,3.0,237.0,155,CD-926190,Male,40 -50,Sunday
842,2008-07-25,298-01004,BROOKSIDE SWEET LALA BOTTLE 500ML,DAIRY,FERMENTED MILK,SWEETENED,BROOKSIDE,1.0,77.0,77,CD-349149,Male,29 -39,Friday
843,2008-07-26,298-01033,J/FOREST TANGLYBERY GUMMY 100G,CONFECTIONERY,GUM AND MINT,SOFT GUM,J/FOREST,1.0,95.0,95,CD-203882,Female,40 -50,Saturday
844,2008-07-26,298-01083,ROASTED SALTED SUNFLOWER SEEDS P/KG,SNACKS,NUTS,CLEAR PACK NUTS,ROASTED,0.2,200.0,1000,CD-296622,Male,40 -50,Saturday
845,2008-07-27,298-01317,AWORKY WATER BOTTLE #909 0.8L,KITCHEN AND DINING,KITCHENWARES,STORAGE,AWORKY,1.0,390.0,565,CD-667740,Female,40 -50,Sunday
846,2008-07-27,298-01356,SAFISHA STEEL WOOL 15*15G,HOME CLEANING,SCRUBBERS + SPONGES,STEEL WOOL,SAFISHA,1.0,110.0,110,CD-254997,Male,51 -61,Sunday
847,2008-07-25,298-00983,INDOMIE NOODLE BEEF 5IN1 70G,PASTA + NOODLES,NOODLES,WHEAT NOODLES,INDOMIE,1.0,101.0,101,CD-252130,Male,18 -28,Friday
848,2008-07-25,298-00977,SKITTLES 10G,CONFECTIONERY,GUM AND MINT,FRUITY GUM,SKITTLES,1.0,19.0,19,CD-788122,Female,18 -28,Friday
849,2008-07-25,298-00948,KARTASI HIT EX.BK MAN 96PG S/L,STATIONERY,SCHOOL STATIONERY,"GRAPH,EXERCISE + COUNTER BOOKS",KARTASI,2.0,50.0,25,CD-599332,Male,40 -50,Friday
850,2008-07-25,298-00903,TS WHOLEMEAL BREAD 400G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,45.0,45,CD-181845,Female,40 -50,Friday
851,2008-07-27,298-01253,KRACKLES PERFECTLY SALTED TOON 30G,SNACKS,CRISPS,FOIL PACK CRISPS,KRACKLES,2.0,102.0,51,CD-228026,Female,29 -39,Sunday
852,2008-07-26,298-01054,PEARS IMPORTED RED P/KG,FRUITS + VEG,FRUITS,IMPORTED FRUIT,PEARS,0.44086022,205.0,465,CD-697506,Male,62 -72,Saturday
853,2008-07-26,298-01064,TS WHOLEMEAL BREAD 600G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,65.0,65,CD-284116,Male,18 -28,Saturday
854,2008-07-27,298-01311,COLGATE BUBBLE FRUIT 2-5Y 50ML,PERSONAL CARE,ORAL CARE,TOOTH PASTE,COLGATE,1.0,175.0,175,CD-097831,Female,18 -28,Sunday
855,2008-07-27,298-01288,TS WHOLEMEAL BREAD 800G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,85.0,85,CD-084855,Female,18 -28,Sunday
856,2008-07-25,298-00916,FRESH FRI COOKING OIL 2LTR,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,FRESH,1.0,399.0,399,CD-211455,Female,18 -28,Friday
857,2008-07-27,298-01312,SUPA LOAF WHITE BREAD 400GM CT,CONFECTIONARY,BREAD,BREAD ROLLS,SUPA,1.0,50.0,50,CD-713788,Male,18 -28,Sunday
858,2008-07-25,298-00921,DORMANS COFFEE HOUSE MMR 100GM PKT,HOT BEVERAGE,COFFEE,COFFEE GROUND,DORMANS,1.0,148.0,148,CD-233613,Male,29 -39,Friday
859,2008-07-27,298-01317,BIC FINE POINT BLUE BALL PEN,STATIONERY,SCHOOL STATIONERY,PENS + INKS,BIC,5.0,105.0,21,CD-667740,Female,40 -50,Sunday
860,2008-07-25,298-00975,LUX  POCKET WET WIPES 15'S,PERSONAL CARE,SANITARY,WIPES,LUX,1.0,48.0,48,CD-096492,Female,18 -28,Friday
861,2008-07-27,298-01113,KETEPA HANDY TEA BAGS 25S UNTA,HOT BEVERAGE,TEA,TEA BAGS,KETEPA,1.0,50.0,50,CD-220747,Male,40 -50,Sunday
862,2008-07-27,298-01112,KARTASI EX.BK MANILLA 1/2 96P SQ,STATIONERY,SCHOOL STATIONERY,"GRAPH,EXERCISE + COUNTER BOOKS",KARTASI,1.0,33.0,33,CD-636681,Female,29 -39,Sunday
863,2008-07-21,298-00075,AVENA VEGETABLE OIL 5L,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,AVENA,1.0,949.0,949,CD-428865,Female,18 -28,Monday
864,2008-07-27,298-01293,TS WHITE BREAD 600G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,65.0,65,CD-023966,Female,29 -39,Sunday
865,2008-07-27,298-01352,VELVEX WHITE T/PAPER 10S,PAPER + PLASTICS,TISSUE PAPERS,VIRGIN,VELVEX,1.0,299.0,375,CD-822794,Male,29 -39,Sunday
866,2008-07-25,298-00983,NDHIWA PACKED SUGAR 2KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,NDHIWA,1.0,206.0,206,CD-252130,Male,18 -28,Friday
867,2008-07-27,298-01334,ORCHID VALLEY DELIGHT MANGO 1L,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,ORCHID,1.0,125.0,125,CD-028669,Female,18 -28,Sunday
868,2008-07-27,298-01160,MT.KENYA UHT MILK 500ML POUCH,DAIRY,LONGLIFE MILK,PLAIN,MT.KENYA,2.0,78.0,39,CD-358349,Female,18 -28,Sunday
